Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,Images,Website,Coffee_Menu_Items
Cafe Mirror,BOS-AL-112,42.3489795,-71.1896324,"362 Washington St, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepesu9FT_PZmzkfLOepFSk3vfY2tVluco1ZbJ2VAV6uI_UbwBOVr-lZ1atXhj3oWwmoxnie6EN9gog9hJB2BhQQ1iOIcKPTbLHXslA3R26M4MdkNQ8OyVeAUK7Dm-p6-0UaH02uaEZ9umWi=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepgCwm64Wt6a5EJKJ7CHE3nTYA5QJvY3P8fqelyA4a8pFvSDOQt3DDVsTOpbal6LrS31tWE6vzz_Rbr3ilQDSVTchxYJ_4hhDJD8lfRGE6r5uVGBVlyLh8626sXcIjHgrflV-Wf=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,No Website Available
Andala Coffee House,BOS-AL-113,42.3647936,-71.1418459,"286 Franklin St, Cambridge, MA 02139, United States",2139,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepayveL0zNPYyDL6CIxDuFvr45QVR14amvcC71ddsqCSkaNfTRm4SRE0v79nclyoYciXQTmPFY9LVVV1cbOgoW89K-E83UqWTG1w_jfDvXc2F9LEptz8oyLWSxD6nGKiHEF0wkN=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepesu9FT_PZmzkfLOepFSk3vfY2tVluco1ZbJ2VAV6uI_UbwBOVr-lZ1atXhj3oWwmoxnie6EN9gog9hJB2BhQQ1iOIcKPTbLHXslA3R26M4MdkNQ8OyVeAUK7Dm-p6-0UaH02uaEZ9umWi=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://andalacoffee.com/,Menu detected but no text items found (Maybe Image/PDF)
Dash Cafe,BOS-AL-114,42.3494768,-71.1857436,"5 Henshaw St, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeeaztiwTD12xcBSqmixuHQCTxVZoWf0J8fj9d7ZqBfJs5a6P_Brq1u6EpLexR3WWXdCXESBrjVxMvk-8jgt_mC-NdyAKH7jJ4JETsYdH2EuY3LraTDvKm4SeWSMoMllMfw7GM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepayveL0zNPYyDL6CIxDuFvr45QVR14amvcC71ddsqCSkaNfTRm4SRE0v79nclyoYciXQTmPFY9LVVV1cbOgoW89K-E83UqWTG1w_jfDvXc2F9LEptz8oyLWSxD6nGKiHEF0wkN=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.dashcafe.net/,Menu detected but no text items found (Maybe Image/PDF)
Starbucks Coffee Company,BOS-AL-115,42.3494768,-71.1857436,"305 Guest St, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7DGtR3LNMrXJGrJ9u19SR9xI2ldBlTT4oNK0unGEGEgGcME5sGI0q2tbUtGe-dj8Ex7mzuPpQRunbXVXmIA7QuIqmRZhHJXE2ls5GA3cGgaLhgSPa0ecDh1KTPXMxvgI60gMJ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeeaztiwTD12xcBSqmixuHQCTxVZoWf0J8fj9d7ZqBfJs5a6P_Brq1u6EpLexR3WWXdCXESBrjVxMvk-8jgt_mC-NdyAKH7jJ4JETsYdH2EuY3LraTDvKm4SeWSMoMllMfw7GM=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,No Website Available
Cafe Lava and Bento,BOS-AL-116,42.3494768,-71.1857436,"298 Washington St, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq__RtLzKSlIuvfFy_vrxAti79omNVZcs5L5mxILJWrsl8_n_RnpxVaCyjlzvn4LsjCeELW4luLc-cZceV3o9CRhmq_pIj5UzHUXRzUqh5juXa3ZdvB1wa4stIlnchTx8GeFF-yghCSTUZh=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7DGtR3LNMrXJGrJ9u19SR9xI2ldBlTT4oNK0unGEGEgGcME5sGI0q2tbUtGe-dj8Ex7mzuPpQRunbXVXmIA7QuIqmRZhHJXE2ls5GA3cGgaLhgSPa0ecDh1KTPXMxvgI60gMJ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,https://www.cafelavabento.com/,Menu detected but no text items found (Maybe Image/PDF)
Pavement Coffeehouse - BU,BOS-AL-117,42.3497931,-71.1432397,"736 Commonwealth Ave, Brookline, MA 02446, United States",2446,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8-WGUUzriTLXNm6Ev3PtDHHbqIkzxd4GOcV4sdRJ90xq0HNb4HVqQs7owVkndkDRuvqUUbFaeEYnAznn3QOriBiHZykMVwX49EDNSddW_ixwkPrNOIOch9rVSunsYDHQQqPTg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweq__RtLzKSlIuvfFy_vrxAti79omNVZcs5L5mxILJWrsl8_n_RnpxVaCyjlzvn4LsjCeELW4luLc-cZceV3o9CRhmq_pIj5UzHUXRzUqh5juXa3ZdvB1wa4stIlnchTx8GeFF-yghCSTUZh=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://pavementcoffeehouse.com/,Menu detected but no text items found (Maybe Image/PDF)
swissbakers,BOS-AL-118,42.3631904,-71.1645166,"168 Western Ave, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1TQts54uLPhG8d6QjGpzmlVndyhXnbqQoaZst55EWKUqHytGrWADvfhM3fuK49skrdw2qQBHWVpFUXaMAp4tjQXLR03JoLiQqCBaJivn9fZr8lQWgTWUymGnUNFg_7GTljQrz=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep8-WGUUzriTLXNm6Ev3PtDHHbqIkzxd4GOcV4sdRJ90xq0HNb4HVqQs7owVkndkDRuvqUUbFaeEYnAznn3QOriBiHZykMVwX49EDNSddW_ixwkPrNOIOch9rVSunsYDHQQqPTg=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.swissbakers.com/,Menu detected but no text items found (Maybe Image/PDF)
Turkish Lazuri Cafe,BOS-AL-119,42.3631904,-71.1645166,"1 N Beacon St, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6hi-qww_SUeOa5vavVFXGLIfwhcIiQuLhdlJMoedekre1aAw2ks5g_WhINpSGzL9-sp_qUCkMkF95qR_KOKfoD-L5xPu_m7opIp-9NT9av2pjKyz-clrAK53-HUuPXbI16VA0=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweq1TQts54uLPhG8d6QjGpzmlVndyhXnbqQoaZst55EWKUqHytGrWADvfhM3fuK49skrdw2qQBHWVpFUXaMAp4tjQXLR03JoLiQqCBaJivn9fZr8lQWgTWUymGnUNFg_7GTljQrz=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,No Website Available
Tatte Bakery & Cafe | Beacon St,BOS-AL-120,42.3631904,-71.1645166,"1003 Beacon St, Brookline, MA 02446, United States",2446,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyYuqr5BZghBg3O-uqlgNlt1pSnFXwm_DqS4lgfkfwvNG54iQhoX75yd1pxxt2HVSBPgug-TYSF51OOV2_0TY4sRDfLabWHKjCg2eL5IVa2vw-hvagQHIHkg4tMyi4BLKQq_4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6hi-qww_SUeOa5vavVFXGLIfwhcIiQuLhdlJMoedekre1aAw2ks5g_WhINpSGzL9-sp_qUCkMkF95qR_KOKfoD-L5xPu_m7opIp-9NT9av2pjKyz-clrAK53-HUuPXbI16VA0=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,https://tattebakery.com/,"Iced Black Sesame Latte - 16 oz, Black Sesame Latte - 12 oz"
WFM Coffee Bar,BOS-AL-121,42.3427707,-71.1763515,"15 Washington St, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8x3KFvHsz_NsIMDzk_TplxPNJzohDX50PWNX7uiWmPHcuNje2KbNg06DM0ALc3s3aK18Bpp26CIsG_Ryu4bi5DqVCHG8OKpPIcF9FgPTOsZPof0BA491e2EK-E58UFwE6hqvO2g=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyYuqr5BZghBg3O-uqlgNlt1pSnFXwm_DqS4lgfkfwvNG54iQhoX75yd1pxxt2HVSBPgug-TYSF51OOV2_0TY4sRDfLabWHKjCg2eL5IVa2vw-hvagQHIHkg4tMyi4BLKQq_4=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.wholefoodsmarket.com/stores/brighton?utm_source=google&utm_medium=organic&utm_campaign=listings,Menu detected but no text items found (Maybe Image/PDF)
Athan's Bakery & Cafe,BOS-AL-122,42.3427707,-71.1763515,"1621 Beacon St, Brookline, MA 02446, United States",2446,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHMEcmRLnB2JZxhNH1P1aMI_1Xv-qjzg1iRpjyijisUZZKKwK-3FrN-wD3eu5-MphLCfethRTGso5l__QYRyBLk20U8Hk4BSKrBdcGqXNFKVbLRk8kuX-uaDDAONdFmyGZocLY=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8x3KFvHsz_NsIMDzk_TplxPNJzohDX50PWNX7uiWmPHcuNje2KbNg06DM0ALc3s3aK18Bpp26CIsG_Ryu4bi5DqVCHG8OKpPIcF9FgPTOsZPof0BA491e2EK-E58UFwE6hqvO2g=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.athansbakery.com/,Menu detected but no text items found (Maybe Image/PDF)
