Name,Shop Code,Latitude,Longitude,Full Address,Zip Code,Images,Website,Coffee_Menu_Items
Model Cafe,BOS-AL-123,42.3427707,-71.1763515,"7 N Beacon St, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFqlf5sTco0WCv6YTxjcCioUBhUUsHO922wdTEY2MgkpabKDQrrYAdyMJ8YCpYhB_r4JfVqSfUz0IKgFgx4MOdJYheSbs96TFH4RPYjzh_xawajWONZdk305yrmDvM8ZnlLFk=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepHMEcmRLnB2JZxhNH1P1aMI_1Xv-qjzg1iRpjyijisUZZKKwK-3FrN-wD3eu5-MphLCfethRTGso5l__QYRyBLk20U8Hk4BSKrBdcGqXNFKVbLRk8kuX-uaDDAONdFmyGZocLY=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,,No Website Available
"Greystone Cafe, Bakery, and Provisions",BOS-AL-124,42.3452743,-71.1107339,"123 Appleton St, Boston, MA 02116, United States",2116,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWhd-H_k5PVgiDK_b1pdCiyU4iXJMRepEwnQd9-tOYYT-WGkpa60fIQjOkIdosEG-mx7b8oaUUgu5F8EQEx9mlTTw0XMma7rkJ7E2nfNzTvjBa1mLDvfCj-axEgeMQCdRN9DeJ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoFqlf5sTco0WCv6YTxjcCioUBhUUsHO922wdTEY2MgkpabKDQrrYAdyMJ8YCpYhB_r4JfVqSfUz0IKgFgx4MOdJYheSbs96TFH4RPYjzh_xawajWONZdk305yrmDvM8ZnlLFk=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQIt8yLPKUmMSPJG8dWY5VsuDw2xSz3ELMH5sBuGmCf97x7S6iobjYhBX3UH44nIhccjW6OXimDFG5VETeKTO4PjarPHlyFD0UXdP0XekKZ6xephujkFaer1R3U-27PqJpxKduBA=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w114-h86-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w86-h114-k-no,http://www.greystonecafe.com/,Menu detected but no text items found (Maybe Image/PDF)
Coffee Turco,BOS-AL-125,42.3538857,-71.173185,"483 Cambridge St, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQvZ1JFKvUhixHDQqsxlvpUN_xp7WZgao3yYGnPBSBY00Y4Ee3ykmZM00QclPRjzSa-o6wiC_N_nxsa6nx1tzK6_y67U7X03gdvqp2egljB9R5XrIqphvi3o_5vAiYPQFM5LscrA=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsQpJkDcpilh-LHreBhVJvUi8xiTnloNpXHbKFIbDeStYikKrQPQpy0DU0mtTZXAyrqOBkQ1G_w44kXiygC19M8EOMm5S_HN4c0eE4k_YdPU9xgMWFIrq2Sc3aIqEXSS3NNlcM=w176-h92-k-no,,No Website Available
@UNION,BOS-AL-126,42.3538857,-71.173185,"174 Harvard Ave, Boston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQvZ1JFKvUhixHDQqsxlvpUN_xp7WZgao3yYGnPBSBY00Y4Ee3ykmZM00QclPRjzSa-o6wiC_N_nxsa6nx1tzK6_y67U7X03gdvqp2egljB9R5XrIqphvi3o_5vAiYPQFM5LscrA=w80-h106-k-no,,No Website Available
Sultana's Bakery & Cafe,BOS-AL-127,42.3538857,-71.173185,"1585 Commonwealth Ave, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,https://sultanascafe.com/,Menu detected but no text items found (Maybe Image/PDF)
Caffè Nero,BOS-AL-128,42.3538857,-71.173185,"1047 Commonwealth Ave, Boston, MA 02215, United States",2215,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepSFCmKGnUefD8BE_uVTNK905Yexb1xLpAonqX4ZcPlkMBja5hRglrDbE63O8G-Ej11vVjLTcL8CHSPmSi5lZKIgXH9rwg6IMOAAwdYVLrJRxn_xZWIimnyCt1k1Aj7VAnW12eZ=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,https://caffenero.com/us/,"SHAKEN ESPRESSO, Aeropress - Brewing Guide
Aeropress At Home, Aeropress - Brewing Guide"
Brighton Cafe,BOS-AL-129,42.3538857,-71.173185,"1597 Commonwealth Ave, Brighton, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAweozHAItv_27F-y0S87OHOF7csRT6MViU0N0IDnVJIdwYHGbRZM8C8u-I2Yqj9Igmj9AY9kY07TV5NTCmiZw2TeCgKWx3iS5eaANiH1FNXc0SaaHT71_PTvJdNcJVo_q5YzeO_Co7w=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://brighton-cafe-brighton.lany.io/,Menu detected but no text items found (Maybe Image/PDF)
Solid Ground Cafe,BOS-AL-130,42.3336876,-71.1415089,"742 Huntington Ave, Boston, MA 02115, United States",2115,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiF5JHGSsSLOsVNvfjgMpL5iEJnKx0GawJfhQzAc--nCyXukXV4AcvF-ilwrszAZ65JphoQaQ-QRW8x9BGl67l0FPVmMh4cWPkUxusCGlpXa08b1draTSrw4LE316dwIX0jzDUgw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweozHAItv_27F-y0S87OHOF7csRT6MViU0N0IDnVJIdwYHGbRZM8C8u-I2Yqj9Igmj9AY9kY07TV5NTCmiZw2TeCgKWx3iS5eaANiH1FNXc0SaaHT71_PTvJdNcJVo_q5YzeO_Co7w=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://solidgroundcafe.com/,Menu detected but no text items found (Maybe Image/PDF)
Cafe Landwer,BOS-AL-131,42.3352748,-71.186415,"383 Chestnut Hill Ave, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6OZFamkxckp10oM2Z6cIMuMI0whunT8b8gnzihjxEnPvEkPyWooV70d3qqMZ_KgTbS5CNVdl_e3o3r1M4H6pct3K_Z6C41J8vyv3S_122hxl9CtKbfQC-r9-Ft-9Ja8MaAS0=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepiF5JHGSsSLOsVNvfjgMpL5iEJnKx0GawJfhQzAc--nCyXukXV4AcvF-ilwrszAZ65JphoQaQ-QRW8x9BGl67l0FPVmMh4cWPkUxusCGlpXa08b1draTSrw4LE316dwIX0jzDUgw=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://www.landwercafe.com/,Menu detected but no text items found (Maybe Image/PDF)
Cafe Brazil Bakery,BOS-AL-132,42.3523263,-71.1681086,"125 Harvard Ave, Allston, MA 02134, United States",2134,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqF2QiaTgIo2bH1pY7o11G0TVqmdyYZQMsWShb-lTh0NWGSpcezGp8L_UHNC04DJdY8reE0JYgHHl0EeJILiRKLfDWnygDkkPGAbpQC4x3uomFul4Fj2eBLuVPdsg2tvpGDMLwn=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6OZFamkxckp10oM2Z6cIMuMI0whunT8b8gnzihjxEnPvEkPyWooV70d3qqMZ_KgTbS5CNVdl_e3o3r1M4H6pct3K_Z6C41J8vyv3S_122hxl9CtKbfQC-r9-Ft-9Ja8MaAS0=w32-h32-p-k-no | https://lh3.googleusercontent.com/p/AF1QipNEHKH_-HXaUrBbCfZc8QwaYuko0sGjXGD2bLQS=w80-h92-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoPNcJ6fV_YPuZR7iVNKxrsZaW9YPYqCHaMrDk8cLp3RWF3rjD4Blb77B8B0VQ1LvqLbV-_AzioQc_clP0fCOTBJGXGoedQhsx7-nEHuqLiNfn0rsuSF6fYCqoXhnUAPHKxfQleIg=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqOTJDigTy-BtLv1IV_QfJ8rp9E245Q7ahlW1EE9-Xu4TZj1EE0v4jovJHm9jgm6WFttILjwTqPn8P-At6ohcvCtaC1fsthsFis4XRctkWYgpbW3xacDtinXiZiLmO1zavZErS=w122-h92-k-no,http://cafebrazilbakery.com/,Menu detected but no text items found (Maybe Image/PDF)
Flour Bakery + Cafe,BOS-AL-133,42.3730418,-71.1584565,"114 Mt Auburn St, Cambridge, MA 02138, United States",2138,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSiki8yyNF7vcqwP8jPx7sl3yXSYzat6Fq8S7fsJ08pJQOwRJj3rhU0VTC1KjuVWHzIwNYHmIgr0uiOw1bvLlwwwr3meHRc3MmcYNJscPtbN9W78G8ENT-uX37dMugWxFfcOfCcw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwcynEfPZCC3UqinBe557l_AMOSuQtZIjQMbI4n8d5heLEQgd0US-MMjn3oPLzbQiNmXE4R86pZ5nGxdYdF6xcpflrMesekwBbzy-MZjGq4JbNEsZhO4RrD3zybN1qDu8QWfr2oW_n3YQD=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwer6fXcg7-juqfWvtgzLl3d7-Cjv4MPfhMC4FUY4RdhUgrk1Vm8aqG6176dWDimsMKIIRIXHKAxmLL401dtqXU4oRO_r-dhZOPJfKcU8IQceGD2-oDeZrjGHYeV2-8WpJwzvwIY5gw=w80-h106-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweoW8Ucg2hyAY-VF7MhvnNKOdDRmrgBubhgOkpPMZH7mlH4T6jWDtwbx_9vQMRRr04IsAZ2mYY3EMzW4JX3O15Dpo16j1uyZK3rsDNDDWY50Ar6ey6CUlJERwDiZwphi1Eb2VJ4b=w122-h92-k-no,http://www.flourbakery.com/,Menu detected but no text items found (Maybe Image/PDF)
Asaro Bakery and Cafe,BOS-AL-134,42.3730418,-71.1584565,"1629 Cambridge St, Cambridge, MA 02138, United States",2138,,http://asarocafe.com/,Menu detected but no text items found (Maybe Image/PDF)
Dolce Vita Cafe,BOS-AL-135,42.3412505,-71.1826521,"1698 Commonwealth Ave, Boston, MA 02135, United States",2135,https://lh3.googleusercontent.com/gps-cs-s/AHVAwersRHa39JNhkF51gImj4wcQYUulXZgJWN_y4O4NugRt514ZxSk_9HG-D5QVSy4LeYx9CufK0qQxEc8sJP8u0KhDxzr-NvxMeUgFx9Z33zNol96loxpzUMnvQfj_--oJaW9YCYo=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweojkygLyh4q5LYWocbe6lXqsIUQ0I7J69nkdZVhQzKYYYtpG4W7AZoDSu-TdaC8i4PMqtt4Ha6RhO6LxBpr2lcTVt-hj03-MHTr54Wx3y45n-UrB3P0yrhuCJSl2Z7SDGdBibQiXw=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSiki8yyNF7vcqwP8jPx7sl3yXSYzat6Fq8S7fsJ08pJQOwRJj3rhU0VTC1KjuVWHzIwNYHmIgr0uiOw1bvLlwwwr3meHRc3MmcYNJscPtbN9W78G8ENT-uX37dMugWxFfcOfCcw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwcynEfPZCC3UqinBe557l_AMOSuQtZIjQMbI4n8d5heLEQgd0US-MMjn3oPLzbQiNmXE4R86pZ5nGxdYdF6xcpflrMesekwBbzy-MZjGq4JbNEsZhO4RrD3zybN1qDu8QWfr2oW_n3YQD=w122-h92-k-no,http://www.thedolcevitacafe.com/,"(freshly brewed, not syrup added), Mocha Mint, Raspberry Mocha, ESPRESSO BAR, Espresso  1shot  double shot, Cafe Latte   $, Cappuccino, Cafe Mocha, Americano, Caramel Latte, Caramel Mocha, Macchiato, Caramel Macchiato, Hazelnut Latte, Vanilla Latte, Pumpkin Latte, Chai Latte, ICED ESPRESSO DRINKS, Iced Latte, Iced Caramel Latte, Iced Mocha Latte, Iced Caramel Mocha, Iced Hazenut caramel Latte, Iced Vanilla Latte, Iced Pumpkin Latte, Iced Americano, Iced Chai Latte, FRESHLY BREWED"
Sorelle Bakery & Cafe,BOS-AL-136,42.3533142,-71.0890489,"282 Congress St, Boston, MA 02210, United States",2210,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtDYYjRYZqHNlIlT2dcSDL5aQ0vqs0ghHsZ2Cx4B81QGdX6j7G1j-cAZGqrcsijAEH7IidneECJt-rkKWEYPUn5ALSB1J-YABntKjfaK4dbvmqbPkm7JKbSgmWGPn10yBKSfw7XA=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwersRHa39JNhkF51gImj4wcQYUulXZgJWN_y4O4NugRt514ZxSk_9HG-D5QVSy4LeYx9CufK0qQxEc8sJP8u0KhDxzr-NvxMeUgFx9Z33zNol96loxpzUMnvQfj_--oJaW9YCYo=w32-h32-p-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwerSiki8yyNF7vcqwP8jPx7sl3yXSYzat6Fq8S7fsJ08pJQOwRJj3rhU0VTC1KjuVWHzIwNYHmIgr0uiOw1bvLlwwwr3meHRc3MmcYNJscPtbN9W78G8ENT-uX37dMugWxFfcOfCcw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAweqhijC4DfOHWUDccz6XHZf9NIKJ_aXIfwMuvp4E4jytd_iZuIdLTxWKlesqAnotBKAOTH5XkldTxa6F0c98mFeiN_zuQ-FmhyIGwnroveYIZ3y9ftP5hpTmyX9KCcMS58VsCH3dYw=w122-h92-k-no | https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwcynEfPZCC3UqinBe557l_AMOSuQtZIjQMbI4n8d5heLEQgd0US-MMjn3oPLzbQiNmXE4R86pZ5nGxdYdF6xcpflrMesekwBbzy-MZjGq4JbNEsZhO4RrD3zybN1qDu8QWfr2oW_n3YQD=w122-h92-k-no,https://www.sorellecafe.com/,Menu detected but no text items found (Maybe Image/PDF)
